Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2019-05-18 18:54:21,false,"Lowell Running","2.33","223","00:18:30","152","163","2.8","167","174","7:57","6:24","20","22","1.21","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","02:24.36","3","0.0","00:18:19","00:19:21","69","92"
Running,2019-05-18 13:22:52,false,"Westfield Running","3.22","368","00:24:18","177","191","4.1","167","174","7:33","7:09","119","--","1.28","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:44.95","4","0.0","00:24:03","00:24:18","144","272"
Running,2019-05-18 13:00:09,false,"Westfield Running","3.12","199","00:15:15","161","189","2.9","178","197","4:53","4:21","14","118","1.85","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:36.63","4","0.0","00:15:06","00:15:15","144","272"
Running,2019-05-18 12:16:18,false,"Westfield Running","2.75","260","00:19:59","156","171","3.0","164","172","7:16","6:38","46","68","1.35","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","05:22.81","3","0.0","00:19:49","00:23:52","224","272"
Running,2019-05-17 16:42:20,false,"Boston Running","3.03","257","00:20:57","148","170","2.9","169","176","6:55","6:08","2","--","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:10.87","4","0.0","00:20:46","00:22:30","3","13"
Treadmill Running,2019-05-17 16:22:50,false,"Treadmill Running","2.01","167","00:15:07","136","173","2.2","163","167","7:32","6:08","--","--","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.46","3","0.0","00:14:58","00:15:07","--","--"
Running,2019-05-16 17:57:22,false,"Needham Running","9.35","711","01:08:13","139","151","3.0","166","180","7:18","5:54","181","195","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","02:23.77","10","0.0","01:07:35","01:12:28","74","128"
Running,2019-05-15 17:33:03,false,"Cambridge Running","12.70","1,003","01:19:59","155","187","4.5","169","186","6:18","4:26","104","112","1.50","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:01.38","22","0.0","01:18:51","01:40:27","3","62"
Running,2019-05-14 17:12:17,false,"Boston Running","9.26","512","01:10:33","121","145","2.1","164","184","7:37","4:41","308","317","1.29","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:22.85","15","0.0","01:09:39","01:20:31","50","165"
Running,2019-05-13 17:30:13,false,"Needham Running","7.43","557","00:49:46","143","176","3.4","164","178","6:42","5:29","232","248","1.45","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","02:34.21","8","0.0","00:48:08","01:01:29","74","161"
Running,2019-05-12 12:43:17,false,"Cambridge Running","14.01","1,111","01:31:55","156","177","4.7","166","176","6:34","5:51","252","255","1.48","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.43","15","0.0","01:30:54","01:44:47","4","226"
Running,2019-05-11 09:27:20,false,"Cambridge Running","7.03","601","00:48:07","158","177","4.1","168","186","6:51","4:15","10","10","1.40","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:34.15","14","0.0","00:47:17","00:50:38","--","13"
Running,2019-05-10 16:29:45,false,"Needham Running","9.01","725","01:02:14","150","180","3.9","165","232","6:54","6:07","199","196","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:04.72","10","0.0","01:01:40","01:11:00","74","167"
Running,2019-05-09 17:18:40,false,"Cambridge Running","8.03","639","00:53:31","154","175","4.0","166","180","6:40","5:31","38","38","1.46","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:11.23","9","0.0","00:52:51","00:56:44","3","32"
Running,2019-05-08 17:18:27,false,"Cambridge Running","10.46","759","01:05:56","158","179","4.0","168","189","6:18","4:11","120","114","1.51","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:09.17","22","0.0","01:04:40","01:57:54","3","62"
Running,2019-05-07 17:30:38,false,"Needham Running","8.50","745","01:00:31","161","179","4.5","164","176","7:07","5:27","243","255","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:11.70","9","0.0","00:59:54","01:03:36","73","130"
Running,2019-05-06 16:51:13,false,"Needham Running","7.26","643","00:52:58","153","175","4.0","165","184","7:18","6:26","172","184","1.34","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:41.28","8","0.0","00:52:33","00:55:50","73","130"
Running,2019-05-03 17:37:44,false,"Cambridge Running","8.77","717","00:58:00","157","173","4.4","168","180","6:37","5:30","39","42","1.45","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","04:40.82","9","0.0","00:57:34","00:59:34","3","32"
Running,2019-05-01 18:47:18,false,"Boston Running","1.75","164","00:12:41","160","171","2.6","165","176","7:14","6:12","5","--","1.35","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","05:01.90","2","0.0","00:12:32","00:13:15","7","20"
Running,2019-05-01 18:03:27,false,"Boston Running","5.25","342","00:28:44","152","168","3.2","173","196","5:29","3:54","7","7","1.68","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:06.83","14","0.0","00:28:15","00:32:06","7","10"
Running,2019-05-01 17:18:41,false,"Boston Running","2.76","204","00:18:41","141","181","2.5","165","172","6:47","6:20","3","2","1.44","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","04:56.65","3","0.0","00:18:30","00:19:50","3","13"
Running,2019-04-29 18:34:50,false,"Cambridge Running","9.01","799","01:00:19","166","191","5.0","166","182","6:42","4:32","30","31","1.45","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:22.67","20","0.0","00:59:10","01:00:32","7","26"
Running,2019-04-28 17:18:43,false,"Southington Running","16.01","1,290","01:51:48","155","186","5.0","166","178","6:59","6:10","310","305","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:03.10","17","0.0","01:50:46","01:58:02","113","197"
Running,2019-04-27 08:19:28,false,"Lackawaxen Running","11.01","987","01:20:46","159","179","5.0","167","178","7:20","6:02","1,153","1,143","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.55","12","0.0","01:20:08","01:20:46","1,049","1,340"
Running,2019-04-26 16:37:23,false,"Philadelphia Running","6.22","571","00:50:13","146","167","3.5","163","174","8:04","6:05","632","606","1.22","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:29.54","7","0.0","00:49:28","00:55:52","41","258"
Running,2019-04-25 23:42:25,false,"Philadelphia Running","1.33","119","00:10:18","145","151","2.1","165","169","7:43","7:14","6","--","1.26","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","02:32.72","2","0.0","00:10:07","00:10:18","20","26"
Running,2019-04-25 23:01:09,false,"Philadelphia Running","6.51","361","00:30:27","150","157","3.2","184","196","4:41","4:21","5","3","1.87","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","02:23.25","7","0.0","00:30:17","00:30:27","20","26"
Running,2019-04-25 22:02:50,false,"Philadelphia Running","2.71","255","00:21:04","150","163","3.0","165","172","7:46","6:54","--","5","1.25","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","05:37.35","3","0.0","00:20:54","00:21:04","20","27"
Running,2019-04-25 18:03:21,false,"Philadelphia Running","1.42","114","00:10:08","141","150","2.0","163","166","7:08","6:44","--","--","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","02:52.31","2","0.0","00:10:01","00:10:47","18","21"
Running,2019-04-24 18:45:28,false,"Philadelphia Running","7.41","660","00:56:55","145","175","3.4","167","190","7:41","4:12","742","748","1.25","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.70","15","0.0","00:56:13","00:59:02","40","258"
Running,2019-04-23 21:12:45,false,"Cambridge Running","10.02","820","01:12:03","145","163","3.4","168","180","7:11","6:38","108","112","1.34","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:08.62","11","0.0","01:11:22","01:12:39","2","62"
Running,2019-04-22 06:19:40,false,"Cambridge Running","8.01","688","00:57:11","148","185","3.7","168","176","7:08","6:17","20","20","1.34","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.08","9","0.0","00:56:27","01:06:00","3","33"
Running,2019-04-21 07:27:05,false,"Cambridge Running","15.98","1,187","01:42:19","150","174","3.8","170","189","6:24","4:22","54","59","1.47","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:12.63","28","0.0","01:41:08","02:14:25","5","52"
Running,2019-04-20 08:29:43,false,"Cambridge Running","10.01","745","01:09:17","141","168","3.3","169","174","6:55","5:48","90","94","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:01.88","11","0.0","01:08:35","01:12:39","3","52"
Running,2019-04-19 16:51:02,false,"Needham Running","8.12","750","00:58:36","156","178","4.2","167","222","7:13","5:59","251","249","1.34","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:45.56","9","0.0","00:58:02","00:58:51","74","133"
Running,2019-04-19 07:28:51,false,"Running","4.11","355","00:29:07","147","171","3.1","167","172","7:05","6:24","39","43","1.36","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:43.77","5","0.0","00:28:45","00:29:14","7","51"
Running,2019-04-18 17:05:05,false,"Cambridge Running","9.08","599","01:04:08","136","159","2.8","169","174","7:04","6:19","41","45","1.35","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:37.88","10","0.0","01:03:37","01:05:02","7","40"
Running,2019-04-17 18:40:04,false,"Boston Running","2.47","243","00:17:06","170","182","3.2","169","180","6:55","6:27","49","46","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:13.28","3","0.0","00:16:55","00:18:12","3","62"
Running,2019-04-17 17:49:14,false,"Boston Running","8.25","574","00:43:49","160","186","4.3","175","186","5:19","4:37","7","10","1.73","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:01.61","12","0.0","00:43:22","00:43:49","7","10"
Running,2019-04-17 17:17:29,false,"Cambridge Running","2.80","229","00:19:02","148","166","2.8","168","174","6:48","6:05","40","45","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","05:01.72","3","0.0","00:18:54","00:19:07","3","62"
Running,2019-04-16 17:55:08,false,"Needham Running","10.23","820","01:12:23","151","174","3.7","166","180","7:04","4:32","210","218","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:08.67","20","0.0","01:11:22","01:12:34","74","135"
Running,2019-04-15 17:44:22,false,"Needham Running","9.02","745","01:00:13","152","168","3.9","168","178","6:41","6:05","223","238","1.43","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:06.47","10","0.0","00:59:42","01:00:51","80","164"
Running,2019-04-14 10:37:42,false,"Cambridge Running","16.12","1,391","01:51:39","155","183","5.0","167","214","6:56","5:51","2,562","2,119","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:47.25","17","0.0","01:50:35","02:01:32","-18","194"
Running,2019-04-13 15:32:41,false,"Cambridge Running","0.40","38","00:03:07.5","151","161","1.4","163","168","7:47","7:22","--","--","1.27","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","1","0.0","00:03:05","00:03:07.5","10","13"
Running,2019-04-13 09:20:13,false,"Boston Running","2.11","199","00:14:39","164","174","2.9","170","177","6:56","6:25","--","3","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:50.72","3","0.0","00:14:22","00:15:12","10","20"
Running,2019-04-13 08:40:01,false,"Boston Running","2.49","267","00:18:38","168","176","3.2","171","187","7:29","5:36","--","16","1.26","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:32.54","3","0.0","00:18:30","00:19:03","--","26"
Running,2019-04-13 08:07:06,false,"Boston Running","3.13","214","00:15:29","166","182","3.0","182","246","4:57","4:35","6","7","1.78","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:36.83","4","0.0","00:15:21","00:15:29","10","20"
Running,2019-04-13 07:19:28,false,"Boston Running","2.19","198","00:16:40","143","172","2.3","167","194","7:37","3:44","10","3","1.27","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:18.29","3","0.0","00:16:29","00:20:36","--","16"
Running,2019-04-13 06:43:41,false,"Cambridge Running","1.28","110","00:10:05","133","149","1.9","169","176","7:53","6:42","6","--","1.21","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","02:08.54","2","0.0","00:09:51","00:10:37","--","28"
Running,2019-04-12 17:29:45,false,"Boston Running","5.69","482","00:40:38","143","181","3.2","168","174","7:08","6:13","40","42","1.34","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","05:09.69","6","0.0","00:40:12","00:47:57","--","20"
Running,2019-04-11 07:10:56,false,"Cambridge Running","6.40","539","00:44:15","147","185","3.2","170","184","6:55","6:18","148","145","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","02:39.93","7","0.0","00:43:36","00:49:41","7","121"
Running,2019-04-10 18:27:47,false,"Boston Running","2.47","247","00:17:51","160","171","3.0","169","229","7:13","6:02","52","49","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:15.97","3","0.0","00:17:35","00:23:37","7","62"
Treadmill Running,2019-04-10 17:47:50,false,"Treadmill Running","4.00","323","00:24:07","158","172","3.2","173","194","6:01","4:20","--","--","1.53","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:04.91","12","0.0","00:22:26","00:24:07","--","--"
Running,2019-04-10 17:14:53,false,"Cambridge Running","3.02","244","00:20:01","144","161","2.7","169","234","6:38","5:16","40","45","1.44","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:07.98","4","0.0","00:19:50","00:21:29","3","62"
Running,2019-04-09 17:31:28,false,"Boston Running","7.73","602","00:51:34","143","189","3.4","171","178","6:40","6:03","47","38","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","04:43.90","8","0.0","00:51:11","00:53:29","--","38"
Running,2019-04-09 06:44:54,false,"Cambridge Running","4.01","330","00:28:49","140","149","2.8","170","178","7:12","6:35","13","17","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:04.20","5","0.0","00:28:33","00:28:49","7","23"
Running,2019-04-08 18:27:13,false,"Needham Running","9.04","491","01:00:54","130","152","2.6","169","176","6:44","6:09","216","222","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:13.79","10","0.0","01:00:25","01:03:49","79","164"
Running,2019-04-07 12:29:39,false,"Cambridge Running","16.01","1,251","01:45:46","152","179","4.3","167","175","6:36","5:42","119","122","1.46","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:03.35","17","0.0","01:44:52","01:55:55","--","52"
Running,2019-04-06 07:58:39,false,"Cambridge Running","8.05","657","01:00:17","143","162","3.3","167","233","7:29","3:22","81","77","1.26","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:15.57","25","0.0","00:57:14","01:25:09","3","62"
Running,2019-04-05 17:21:28,false,"Needham Running","10.01","908","01:10:59","156","191","4.5","165","180","7:06","6:17","297","293","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.89","11","0.0","01:10:16","01:13:27","74","181"
Running,2019-04-05 07:31:05,false,"Cambridge Running","4.01","344","00:29:32","142","161","3.0","167","172","7:22","6:45","42","42","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:03.08","5","0.0","00:29:15","00:29:41","7","52"
Running,2019-04-04 06:48:23,false,"Cambridge Running","9.01","661","01:03:08","140","150","2.8","168","174","7:01","6:22","55","49","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.20","10","0.0","01:02:24","01:03:58","7","44"
Running,2019-04-03 18:47:17,false,"Boston Running","2.50","238","00:18:09","162","172","3.0","166","178","7:16","5:53","37","31","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:25.25","3","0.0","00:17:57","00:19:55","3","62"
Treadmill Running,2019-04-03 17:51:45,false,"Treadmill Running","7.70","592","00:43:30","168","187","4.7","174","190","5:39","4:34","--","--","1.62","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:04.26","20","0.0","00:41:32","00:43:30","--","--"
Running,2019-04-03 17:05:06,false,"Cambridge Running","3.02","219","00:20:17","140","171","2.6","168","174","6:43","6:07","39","44","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:06.79","4","0.0","00:20:07","00:20:38","4","62"
Running,2019-04-02 17:55:48,false,"Needham Running","4.04","266","00:27:10","135","146","2.4","170","188","6:44","4:35","39","35","1.40","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:22.11","15","0.0","00:26:36","00:27:21","73","100"
Running,2019-04-02 06:16:28,false,"Cambridge Running","8.62","917","01:01:01","176","193","5.0","171","177","7:05","5:45","107","110","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","04:09.79","9","0.0","01:00:30","01:02:57","3","62"
Running,2019-04-01 17:54:04,false,"Needham Running","9.01","734","01:00:31","153","176","4.2","168","176","6:43","3:18","229","232","1.43","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:01.57","10","0.0","00:59:48","01:07:00","79","164"
Running,2019-03-31 11:12:54,false,"Cambridge Running","13.60","1,208","01:28:45","168","187","5.0","169","180","6:32","3:13","144","142","1.46","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:55.83","14","0.0","01:27:59","01:36:38","--","62"
Running,2019-03-30 08:57:49,false,"Cambridge Running","7.10","624","00:50:07","154","187","4.0","169","175","7:04","6:17","71","72","1.35","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:38.19","8","0.0","00:49:24","00:51:14","4","66"
Running,2019-03-29 17:08:17,false,"Boston Running","11.01","922","01:16:30","153","177","4.2","168","178","6:57","5:44","187","186","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:03.93","12","0.0","01:15:30","01:26:10","4","91"
Running,2019-03-28 17:52:22,false,"Needham Running","10.02","982","01:13:37","161","181","5.0","167","176","7:21","6:11","187","191","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:06.70","11","0.0","01:13:07","01:16:46","74","141"
Running,2019-03-27 19:04:51,false,"Boston Running","2.57","209","00:19:52","132","148","2.2","170","190","7:44","6:51","52","46","1.23","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","04:26.02","3","0.0","00:19:42","00:25:53","3","62"
Running,2019-03-27 17:52:26,false,"Boston Running","9.15","613","00:53:42","144","154","3.3","174","188","5:52","4:17","8","12","1.56","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:03.92","19","0.0","00:50:06","00:55:49","7","10"
Running,2019-03-27 17:14:56,false,"Cambridge Running","3.00","233","00:19:47","145","157","2.7","169","176","6:35","5:42","41","46","1.45","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.25","4","0.0","00:19:34","00:19:47","3","62"
Running,2019-03-26 17:13:18,false,"Cambridge Running","8.31","615","00:54:25","148","160","3.5","169","235","6:33","5:53","38","39","1.45","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:54.29","9","0.0","00:53:57","00:58:59","4","30"
Running,2019-03-25 18:01:29,false,"Cambridge Running","9.02","538","01:02:09","137","152","3.0","168","174","6:54","5:44","85","79","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:07.50","10","0.0","01:01:31","01:06:38","3","62"
Running,2019-03-24 10:10:19,false,"Bethlehem Running","14.22","1,505","01:38:06","184","196","5.0","169","176","6:54","5:46","252","348","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:28.74","15","0.0","01:37:08","01:45:47","201","375"
Running,2019-03-23 16:16:04,false,"Bethlehem Running","3.76","351","00:29:30","155","178","3.2","168","194","7:51","4:36","107","105","1.22","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:46.60","5","0.0","00:28:11","00:39:05","293","389"
Running,2019-03-22 06:34:59,false,"Cambridge Running","10.01","784","01:08:17","152","173","4.1","167","178","6:49","6:06","174","178","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.91","11","0.0","01:07:49","01:12:21","4","172"
Running,2019-03-21 16:35:23,false,"Needham Running","8.18","736","00:59:24","161","185","4.8","168","180","7:16","5:40","118","125","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:10.60","9","0.0","00:58:48","01:01:48","74","118"
Running,2019-03-21 06:58:55,false,"Cambridge Running","1.01","68","00:07:22.0","127","134","1.5","170","178","7:19","6:15","10","--","1.29","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.79","2","0.0","00:07:17","00:07:22.0","10","20"
Running,2019-03-21 05:10:37,false,"Cambridge Running","3.04","266","00:22:33","153","175","3.1","171","176","7:25","6:58","--","4","1.27","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:16.77","4","0.0","00:22:19","00:22:33","10","26"
Running,2019-03-20 18:58:54,false,"Boston Running","2.46","260","00:18:02","176","192","3.6","167","234","7:20","6:36","49","41","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:13.65","3","0.0","00:17:58","00:18:49","3","62"
Running,2019-03-20 17:48:52,false,"Boston Running","8.80","701","00:50:31","173","201","5.0","173","186","5:44","4:34","9","9","1.61","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.32","16","0.0","00:49:43","00:51:52","3","18"
Running,2019-03-20 17:07:07,false,"Cambridge Running","3.02","258","00:20:39","157","180","3.1","165","176","6:51","6:09","45","49","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:06.47","4","0.0","00:20:27","00:20:51","3","62"
Running,2019-03-19 17:12:48,false,"Needham - Running","9.22","935","01:08:20","166","188","5.0","165","178","7:25","6:13","331","337","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:36.48","10","0.0","01:07:51","01:09:26","75","180"
Running,2019-03-18 19:32:01,false,"Cambridge - Running","1.00","78","00:07:59.1","126","146","1.5","164","169","7:57","7:25","7","--","1.23","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.18","2","0.0","00:07:48","00:07:59.1","10","25"
Running,2019-03-18 18:11:26,false,"Cambridge - Running","7.02","511","00:50:43","136","147","2.6","167","174","7:13","6:36","25","29","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:09.80","8","0.0","00:50:11","00:51:39","7","25"
Running,2019-03-17 12:47:24,false,"New Bedford - Running","3.06","252","00:25:31","132","149","2.2","166","174","8:21","7:34","95","98","1.16","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:28.59","4","0.0","00:25:15","00:31:03","7","113"
Running,2019-03-17 12:27:05,false,"New Bedford - Running","0.70","63","00:06:17.9","128","141","1.4","171","176","9:03","7:46","54","--","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","1","0.0","00:06:16","00:06:23.7","61","117"
Running,2019-03-17 11:02:08,false,"New Bedford - Running","13.16","662","01:11:23","137","147","2.4","177","196","5:26","4:38","331","331","1.68","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:04.12","14","0.0","01:10:34","01:11:58","--","184"
Running,2019-03-17 10:43:09,false,"New Bedford - Running","0.57","58","00:04:49.3","148","155","1.7","160","169","8:30","7:28","--","40","1.18","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","1","0.0","00:04:44","00:04:58.4","60","112"
Running,2019-03-17 09:55:07,false,"New Bedford - Running","3.58","334","00:28:15","149","162","3.1","165","174","7:54","7:06","102","109","1.24","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","04:24.62","4","0.0","00:27:54","00:29:02","--","118"
Running,2019-03-16 14:55:10,false,"Cambridge - Running","4.54","381","00:31:33","153","176","3.3","168","176","6:57","6:27","--","4","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:42.28","5","0.0","00:31:19","00:31:33","7","14"
Running,2019-03-15 18:38:52,false,"Cambridge - Running","7.08","596","00:49:04","155","172","4.0","168","174","6:56","6:26","98","95","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:31.96","8","0.0","00:48:22","00:57:54","--","62"
